username,tweet
shelfiw,pikir ketileng cemil nasi padang cemil nasi padang tahun cemil tembalang
shelfiw,target selesai cuci nyetrika bersih selai selai nyetrika
shelfiw,senin selasa siang serasa pagi santai palagi libur senin selasa rabu kamis jumat nikmat
shelfiw,perut lebar
shelfiw,selesai pasien copot apd lapar
shelfiw,bangun tidur lapar siang dikit lapar sakit jajan malam makan
shelfiw,efek apas laperan dikit ken makan dikit lapar
shelfiw,selamat pindah pindah duluan alhamdulillah
shelfiw,mendung syahdu tidur siang muageer
shelfiw,parah rahang rahang kepedesan perut kepedesan
shelfiw,buahaha onone jih beda angkat nenek salah
shelfiw,lhah ayo ngno kui jehan ki dudu nama iya ijeh an jek an ngono tawa ngetikku sembarang iya
shelfiw,iya ngono kae takon jehan kui jenenge tawa ketok sih sitik bocahe
shelfiw,isiin dewe
shelfiw,shel mesti aduh iya angkat kemarin kilometer aduh saudara wanita apaal ketemu
shelfiw,suka malu memaafi shelfi susah ngapalin nama
shelfiw,benaran ekwk
shelfiw,sedih alergi alergi
shelfiw,tau
shelfiw,temu masker sensi duckbill murih guriih sih iya harga pasar rban
shelfiw,ambil bibir
shelfiw,susaah nih
shelfiw,malas ramai gosip pelakor rentet selingkuh
shelfiw,obat gatal pahit
shelfiw,cinta ayus saudara
shelfiw,habis nilai jual sabyan turun drastis ramadhan
shelfiw,buka traveloka rayu niik ken jalan inap
shelfiw,beerbrand beli susu ultra
shelfiw,gemesh sih
shelfiw,iyoo
shelfiw,rumah sakit
shelfiw,wahaahaha mandeg ramelu ngomongke belaga
shelfiw,alumni iya
shelfiw,alhamdulillah
shelfiw,amin
shelfiw,ketawa
shelfiw,film kkn desa tari nasib
shelfiw,berkumpul
shelfiw,sumuukk
shelfiw,gugup gugup an nenek bantu pindah ruang saudara wanita
shelfiw,iya betuul
shelfiw,saudara terimakasih
shelfiw,kesal
shelfiw,mandang sih saudara wanita ayo mandang retinan sih pakai seragam pakai seragam ngeyel
shelfiw,iya kantor pos kantor bilang model kirim
shelfiw,ken udara galon mineral ken udara galon mini warna jeruk lupa brand beli kedungmundu
shelfiw,vii server gmail pakai akun
shelfiw,selamat siang daftar npwp online langkah pasu alamat email aktif hasil balas email link daftar langkah bantu terimakasih
shelfiw,mati lampu dengar suara nyala disel terniaatt
shelfiw,malam malam makan nasi ayam minum susu nih
shelfiw,ancen iso penak
shelfiw,wkakakak ken ketawa turun tawa
shelfiw,makan iya
shelfiw,ken masak usaha ajar masak masak malas
shelfiw,iso masak sih
shelfiw,iya tuhan alhamdulillah saudara wanita pasien bertumpuk
shelfiw,sabar cepat pagi
shelfiw,sabar besok
shelfiw,selamat ulang tahun nyanyaa semoga umur bahagia sehat sehat amin
shelfiw,gugup an pikir jadwal semoga libur enaak jaga aman
shelfiw,semoga kesana iya amin
shelfiw,oke jgj
shelfiw,telepon jatuh pagi sakit
shelfiw,tembalang harga sahabat puas
shelfiw,beli salep hujan pakai alovera iya sabar iya gatal iya
shelfiw,terimakasih adell
shelfiw,paham sih babe oponee
shelfiw,diijinin keliling tembalang gila beli jajan butuh hujan
shelfiw,bolak apotek
shelfiw,timbul bintil gatal
shelfiw,parah kemarin
shelfiw,tangan ungkep minggu muncul bintik gatal
shelfiw,kudus pati semoga
shelfiw,libur sabtu minggu jatuh saudara wanita mengurus tutup kantor iya alhamdulillah liburr
shelfiw,semoga tenang surga amin
shelfiw,selai cemil goreng mantap
shelfiw,waktu berangkat kantuk
shelfiw,tinggal jatuh jalan
shelfiw,baju jorok tinggal rumah sakit isin
shelfiw,rindu tonton serial turki rumah bagus pandang bagus tampan cantik cemil lain-lain
shelfiw,saiki ngelehan
shelfiw,mihil rumah sakit
shelfiw,cari ken ruang rumah sakit lho model manis temu
shelfiw,beli thermo senjata ken
shelfiw,alhamdulillah sehat cemil
shelfiw,lemote pol mesine
shelfiw,antre nenek atm kene
shelfiw,iya
shelfiw,lucu sih
shelfiw,semoga kosannya kualitas sesuai harga
shelfiw,pancen embuh nyebeli
shelfiw,iyoo mesti sindir tawa
shelfiw,semakiinn ken menempel cari panggil ken bebas ketemu
shelfiw,lucu sih
shelfiw,malam malam
shelfiw,jual rumah tembalang uang uaangg
shelfiw,usaha sesuai
shelfiw,mon maaf iya saudara laki saudara wanita sopan formal
shelfiw,jawat mahasiswa awat iya santa bicara tindak
shelfiw,sih kuliah diajarinnya sopan senior bicara obrolan pakai bahasa sopan tata iya gugup an bicara pikir
shelfiw,takut dewe buka whatsapp obrolan obrolan karu gugup gugup an
shelfiw,pindah ruang campur aduk palagi cemil aduh turun nafsu cemil
shelfiw,nyaman rindu
shelfiw,alhamdulillah senior super panggil pakai nama saudara wanita muda
shelfiw,maksute
shelfiw,kudus
shelfiw,iya ditempatin kelas ii iya peluang ketemu jawat pasien
shelfiw,iya ngerawat senior
shelfiw,jaga pasien awat suka gugup gugup an awat ngerasanya takut puas
shelfiw,alhamdulillah
shelfiw,saudara laki saudara laki marketing pantang serah ngechat
shelfiw,hilang
shelfiw,isine mangan turu mangan turu piyee nenek menggemuukk
shelfiw,proses sesuai jaga malam hasil kepala cenut selai tiduur
shelfiw,alhamdulillah selesai gila iya
shelfiw,anak iya berani tawa
shelfiw,yodah deh temenin saudara laki boril
shelfiw,tumben an tidur gasiikk melek pagi teman
shelfiw,jumat gaess sunnahnya
shelfiw,nih
shelfiw,amin amin makasiih
shelfiw,baca balas mudeng tertawa
shelfiw,hibur jaga senja tawa
shelfiw,semangat gaees kuat jalan nenek kuat tinggal gees sehat
shelfiw,uwi vivi yogyakarta
shelfiw,makasehh ndiin
shelfiw,amin amin semoga tawa
shelfiw,paham nenek saudara laki wawan muleh muleh nenek iya
shelfiw,kuat tertawa
shelfiw,ken nangess iya tuhan
shelfiw,usaha melek senja loh jaga takut kantuk
shelfiw,cemas jaga malam badan ajak tidur selai bangun senja
shelfiw,pikir iya
shelfiw,tawa pikir lengkap tawa
shelfiw,batal
shelfiw,cemil jaga kesehataan maah sehat
shelfiw,kenopo ken nenek vip
shelfiw,pagi nyemil habis bangun
shelfiw,makas siss
shelfiw,suka banget
shelfiw,anak kos pakai asisten tawa
shelfiw,amin yra
shelfiw,lakon ditompo nyanyi ikhlas
shelfiw,amin yarab
shelfiw,iya saudara wanita wkk saksi pacar iya
shelfiw,amin yra makasiih susii
shelfiw,amin makasiih nyanyaa malu
shelfiw,amin makasiih bil
shelfiw,jalan pokoke iya
shelfiw,suka tinggal pulang
shelfiw,sibuukk nih
shelfiw,makasiihh erni
shelfiw,tunggu iya lipp tawa
shelfiw,iya iya meel tawa
shelfiw,ciin amin amin yra
shelfiw,makasihh cicik sambat cik uang banyakk
shelfiw,amin yra
shelfiw,sendiriaan hahaah
shelfiw,iya niich
shelfiw,ayo ayo teruus tawa
shelfiw,em malu
shelfiw,terimakasih nuhaa
shelfiw,nyanya
shelfiw,amin amin makaseehh maahh malu
shelfiw,haai hihihihi
shelfiw,tatap ceilehh
shelfiw,terimakasih desember bawa kabar bahagia
shelfiw,bismillah
shelfiw,cekout sopi
shelfiw,baca iya
shelfiw,baca beda iya periksa periksa baca sakit cekat cekot tawa
shelfiw,embuh cekat cekot lindung
shelfiw,kencan tawa
shelfiw,turu
shelfiw,kui meh del
shelfiw,alhamdulillah
shelfiw,sih sehat
shelfiw,bapake cuci mobil selai motor selai
shelfiw,dimasakin ih baunyaa buka bungkus hilih dikiit cemil mele mele
shelfiw,tawa untung kesitu kesana
shelfiw,astaghfirullah sabar shel
shelfiw,menit buang ngenteni
shelfiw,gemesh iya liatnyaa
shelfiw,suka kagum anak badan
shelfiw,gugup gugup an kiro telepon tinggal jebul lungguh tawa
shelfiw,pengene
shelfiw,nimbang hasil yaudahlah iya menerima bb
shelfiw,alhamdulillah terimakasih desember
shelfiw,tebak wkwkwwk
shelfiw,semoga lolos tes
shelfiw,iya alhamdulillah semangat kilometer vi cerita
shelfiw,alhamdulillah del
shelfiw,alhamdulillah iya tuhan maju selang
shelfiw,proses temu zygot
shelfiw,bayang malu
shelfiw,mantap cik bangga
shelfiw,tes tes
shelfiw,selamaat selamaat tawa bahagia
shelfiw,ikan tidur
shelfiw,ceritane tawa
shelfiw,semoga cepat susul amin
shelfiw,alhamdulillah kenyang
shelfiw,semoga ayo kenal
shelfiw,wakakakaak terimakasih tara
shelfiw,lantai penggemar berat boril tawa saudara wanita mendengarkan lagu saudara laki boril
shelfiw,solo kenal tawa
shelfiw,cemil siang iya
shelfiw,inisih favorit suka pakai ken
shelfiw,kadang pria budak cinta gadis kasih kasih
shelfiw,bismillah
shelfiw,semangat pokok semoga pilih
shelfiw,iya tuhan
shelfiw,tawa oke siapp niikk
shelfiw,alhamdulillah kenyang
shelfiw,lapar pusing tertawa
shelfiw,tawa undang iya lipp
shelfiw,sebentar kuning ayo
shelfiw,mcu kepel
shelfiw,kilometer pakai sunda siger tawa
shelfiw,rumah menikah alhamdulillah nikmat musik gratis puas volume malu
shelfiw,jang bantu rumah marah negatif bantu eh marahin utama selese anak
shelfiw,dengar belah kos marahin anak mandi dengar marah dimarahi anak anak ban dimarahi suruh ambil kunci motor lupa ambil dimarahi panci
shelfiw,iya tua marah marah ah semoga
shelfiw,wahahaha hidup duga gaeeszz
shelfiw,aduh tawa
shelfiw,buka tawa
shelfiw,tawa
shelfiw,buang jebul jeh kanggo saiki bingung golek saudara wanita endi nyanyi ngetokke kampus biyen lelah
shelfiw,tonton youtubenya noah saudara wanita mendengarkan lagu pakai camera puas mainin samping kanan kiri
shelfiw,suka minggu
shelfiw,lelah
shelfiw,weehh jaann rejekinya iya
shelfiw,semoga rezeki amin
shelfiw,lumayan paut
shelfiw,kuuyy berteman
shelfiw,nyanyi medis del gaya wkk
shelfiw,sibuk tan tawa
shelfiw,suwe adel ngene libur sibuk bantu tua saiki sibuk
shelfiw,checkout masker ken
shelfiw,alhamdulillah desember januari semoga cerah
shelfiw,semangat shel
shelfiw,hormat embel nama bayang rumit hidup
shelfiw,ken
shelfiw,mimpi kejar iblis
shelfiw,sih belaga suka dengernya
shelfiw,mbok ngono golek dewe pikir dewe tokak takok masane kene gugel paham kabeh
shelfiw,nenek libur saudara wanita telepon deel tawa ngegame sebentar ben gila
shelfiw,wwk ngegame del
shelfiw,iya aksesorisnya dapetnya tawa tunggu musim
shelfiw,mudeng pakai tawa
shelfiw,tawa semangat cari uang dias
shelfiw,waktu tanah tani heroes kisah burger toko shopee permen
shelfiw,bagus nik
shelfiw,duduk rahang iya otak jalan semoga otakkuu jalan iya
shelfiw,clopidogrel mahal
shelfiw,pasang suami istri periksa spog swet
shelfiw,tawa amin aamiim semoga capai
shelfiw,ponakan sesiseter
shelfiw,yaakan semangat maeum makan malu
shelfiw,bawa ken rumah tangga usaha rumah tarik tawa
shelfiw,sayap
shelfiw,iya
shelfiw,suara megawati dengar suara awat takut dengernya tawa
shelfiw,temu tembalang kudus
shelfiw,ambil gambar tawa
shelfiw,wiihh panutanqu
shelfiw,salutt pria rutin pakai kulit peduli gadis malas an
shelfiw,iya embuh
shelfiw,alhamdulillah aman dah lecek kaku iya kertas kilometer marah pos tawa
shelfiw,ayo niik tawa
shelfiw,dias baca ketawa iya
shelfiw,bingung kondangan teman temannya menikah iya suami anak iya pikir keras
shelfiw,ting takut balesan
shelfiw,penasaran budhe
shelfiw,maju iya
shelfiw,semoga rezeki iya tuhan
shelfiw,belok kanan pakai minggir pindah jalur beda arah lelah
shelfiw,boril pop akademi tonton
shelfiw,datengin habib pulang indonesia iya
shelfiw,bayangkan ketemu pacar sekian hadir
shelfiw,duh saudara laki barang arah saudara laki tawa pakai masker wek
shelfiw,oke
shelfiw,yen hayat episode tunggu seasonnya tonton serkan
shelfiw,heleh
shelfiw,kemarin habis baca prasangka buruk prasangka sungguh
shelfiw,rada sesal baliq
shelfiw,iya allaah tipu
shelfiw,sambal geprek manjur banget
shelfiw,deell ketawa baca del
shelfiw,ah rindu
shelfiw,iya tuhan
shelfiw,berita baiknyaa
shelfiw,tinggal
shelfiw,tunggu waktu
shelfiw,tonton ratusaan upin ipin tonton terimakasih upin ipin tani
shelfiw,bicara pikir lanjur malas susah
shelfiw,mbok kiro urusane gur ngurusi koe tok po shel gaweane shel kulit
shelfiw,sayang pilih pergi
shelfiw,ayo geleem dolan puol gelem
shelfiw,lelah
shelfiw,gambar vivi tahun iya
shelfiw,lemas tunggu tunggu tunggu
shelfiw,sedih obrolan anak polos tertawa terimakasih
shelfiw,haduuhh sembab matanyaa
shelfiw,hih sabtu besok minggu malas
shelfiw,malas dengar suok tau percaya cerita belaga salah halah
shelfiw,oh kiro saudara wanita kui nenek jakarta tawa
shelfiw,koin shopee lenyap tekan gerak shopee permen
shelfiw,oh turkey semoga lindung iya turkey
shelfiw,wehehe
shelfiw,daftar
shelfiw,ah bau salah fokus dp ambil tawa
shelfiw,emosi bos
shelfiw,lolos pai es berita gembira kondisi berita sinar tahun
shelfiw,ketemu
shelfiw,kelas tuuhh
shelfiw,semoga cepat
shelfiw,moh ayo moh wegah ayo wegah
shelfiw,rencana
shelfiw,jail ngereply tua alumni kemarin beda gaya bahasa
shelfiw,ah
shelfiw,cerita rasul musa
shelfiw,ketemu alhamdulillah semoga kabul doa
shelfiw,harga ribu kotak
shelfiw,saudara wanita temu harga masker medis ribu
shelfiw,iya tuhan versi gadis tawa
shelfiw,hujan deras jemur samping rumah semoga jorok basah hujannga
shelfiw,ngopo nih
shelfiw,masak mie tawa
shelfiw,whatsapp mantap
shelfiw,drg sido umbah raono panas ngko mambu
shelfiw,nyanya
shelfiw,amin
shelfiw,alhamdulillah sehat mbok iya kabar baiknyaa tawa
shelfiw,hwd maahh doa
shelfiw,sephia
shelfiw,healaahh ari widyaa kiro sopoo
shelfiw,mantap lancaarr
shelfiw,kemarin menikah strynya madu
shelfiw,alhamdulillah mertua baiik
shelfiw,ceguk
shelfiw,allea iya boril jemput bapakny teman iya
shelfiw,menikah menikah wahahahha
shelfiw,iya pikir tahun menikah wkwkwkwkkwk
shelfiw,over pikir shel
shelfiw,sediih ken menemani rebah
shelfiw,hasil resep iya tawa
shelfiw,selamat nik
shelfiw,pengeen
shelfiw,suka muka nadim kesal muka
shelfiw,greget
shelfiw,tawa ujian nasional iya
shelfiw,iya
shelfiw,putri kastil teman teman tunggu pangeran jemput semangat teman teman beda pilih beda jalan beda capai semangat
shelfiw,semoga manfaat iya tawa
shelfiw,pagi selai cerita rasul
shelfiw,saudara wanita upin jarjit sedak biji durian tolong fizi pakai teknik heimlich manuver oh fizi tolong polos
shelfiw,telepon anak kelas tawa takut pesan
shelfiw,iya iya shel sandar oke shel
shelfiw,gugup gugup an balas rada menyambung
shelfiw,lelah hayati
shelfiw,buahahahahaah tawa berat
shelfiw,astaghfirullahaladziim
shelfiw,alhamdulillah
shelfiw,beli
shelfiw,doh ken netess ki piyee
shelfiw,tarik baca uu
shelfiw,tunggu
shelfiw,nenek yogyakarta del endi wenehke tawa
shelfiw,cari dasar daerah tawa
shelfiw,klinik cantik rumah sakit yogyakarta suara
shelfiw,adil iya tuhan
shelfiw,sakit telinga
shelfiw,penasaran gadis dideketin boril iya tawa
shelfiw,tenan buka loker kui nenek meh mbok periksa sebentar
shelfiw,temu cerita sei sapi kudus saudara wanita
shelfiw,koe ki ngopo jane shel shel rajelas
shelfiw,cerita ulang suara los dol
shelfiw,jane bosan
shelfiw,astaghfirullahaladziim istighfar anak sesal bacut
shelfiw,rindu yogyakarta
shelfiw,hepaticaku sabar iya terimakasih sehat kuat tahan juang sehat tubuh iya tenang malu
shelfiw,alhamdulillah
shelfiw,nenek raoleh yawes orausah
shelfiw,arisan alumni jiwa mami
shelfiw,kemarin semoga
shelfiw,yeayy selai
shelfiw,hawa hawa apasiih nangees
shelfiw,imut
shelfiw,ngono dewe
shelfiw,lelah baten
shelfiw,banjir
shelfiw,berat tahun
shelfiw,sak kuate
shelfiw,serkan utama peran kharismatik sayang gadis dilakuin
shelfiw,saudara wanita mainin shopee permen tertawa
shelfiw,mendengarkan kumpul buahaahah
shelfiw,hadooh rumah aduh
shelfiw,oh juang sabar
shelfiw,nyetak nunggunya
shelfiw,wahaha
shelfiw,semoga paket
shelfiw,tawa beda hasil beda iya beda hasil tawa
shelfiw,iya
shelfiw,kejut semangat kaliaann
shelfiw,yeaay lurus tali ruwet gembrundel habis magrib habis isya lumayan boyok
shelfiw,dengar intrraksi dengar
shelfiw,komandan
shelfiw,ken makan ss
shelfiw,rindu beli cemil nasi goreng kwetiaw brownies bakso anak ss miago goreng sate rindu
shelfiw,lelah ah telepon
shelfiw,ken pasang tawa
shelfiw,iya tuhan
shelfiw,ken tonton serial turki takut tagih
shelfiw,kuliah tawa
shelfiw,selamatt wooyy
shelfiw,batal
shelfiw,alhamdulillah kabar senang
shelfiw,semangat anaa
shelfiw,batal
shelfiw,rese
shelfiw,rayu flash jual traveloka banding belanja ah libur tenang tenang senang
shelfiw,berisiik
shelfiw,iso koe iku
shelfiw,ayo kurus
shelfiw,dul gaya ahmad
shelfiw,mimpi malam keri
shelfiw,oraa
shelfiw,bonceng saudara laki tawa bonceng
shelfiw,rencana kesana
shelfiw,lelah hati lelah batin
shelfiw,ho oh
shelfiw,selamat tinggal bnymnk
shelfiw,apa-apa jalan
shelfiw,toke nenek kerjo ttepan tinggal kos omahku aduh kon ndi ndi tawa
shelfiw,nang nenek dal ketok kui del
shelfiw,hua ayo jalan sleman
shelfiw,lelah
shelfiw,oo iya mamaeehh
shelfiw,batal
shelfiw,september oktober november desember
shelfiw,innovel sih pakai koin seru baca eh koin habis gratis an dapetnya koin an beli
shelfiw,malas ah
shelfiw,sakit hati biarkan
shelfiw,sih sheel mikirnya santai hubung oh lupa
shelfiw,sabar
shelfiw,lelah
shelfiw,santai
shelfiw,bginian ketawa
shelfiw,ganggu sih dengar suara jual uyah brambang ulang nada dengar
shelfiw,receh ayo terhiburr
shelfiw,inti sih rindu kilometer saudara laki
shelfiw,ah rindu yogyakarta
shelfiw,ah rindu jalan bis yogyakarta
shelfiw,cerita masdew ketawa kasih musim bis otomatis cari youtube eh ketawa
shelfiw,gunung muria dingin rumah lansung hangat gunung tinggi makiin dingin enakk
shelfiw,hibur hasil cerita sepupu jengkel tertawa baca cerita
shelfiw,ah rindu kosnya ah
shelfiw,iya gulir temu awat tawa
shelfiw,geli dewe krungu balunge ceklak cekluk
shelfiw,iya tuhan
shelfiw,kejut iya
shelfiw,habis difollow teman buka menikah captionnya pacar lahir ketemu teman suami dikomen pacar lahir menikah duluan
shelfiw,tawa baca bosan baca saudara laki eh balas mantap
shelfiw,akun tawa mesra byanget mbayangke tejo bicara
shelfiw,ajak kompas televisi
shelfiw,baca komennya gemas
shelfiw,oh tejo anak sukses borong
shelfiw,baca balas temu instagram tawa buka foto suami anak
shelfiw,sliweran tejo
shelfiw,iya iya pergi jalan
shelfiw,iya tuhan ambil gambar iya teman teman tawa
shelfiw,ngguyune tejo endi
shelfiw,sliweran ning endi akhire tonton
shelfiw,tejo kui paham yen saudara wanita dian kui pacare bapake saudara laki fikri
shelfiw,ramai pria ayo
shelfiw,lelah duluan
shelfiw,maaf
shelfiw,pusing ah cari foto temu
shelfiw,tikus
shelfiw,ken cepat
shelfiw,sabar nih
shelfiw,penasaran responsif tuanya dipamitin tawa
shelfiw,inap pulang pakai penasaran tawa
shelfiw,responnya dimintain izin
shelfiw,penasaran sih pergi libur pacar
shelfiw,jalan pulang pikir hih jijik iya diinget jijik
shelfiw,shelfi semangat bodoh meler
shelfiw,diinget jijik iya waktu les matematika meler hidung bawa tisue ngelap pakai tangan jijik tawa aduh memaafi shelfi jijik waktu
shelfiw,uh uang kepincut flash jual traveloka
shelfiw,helloww kemarin tua tawa
shelfiw,hewan angkut saudara wanita utama kebut nganter hewan
shelfiw,gasihh
shelfiw,iya setuju niieh
shelfiw,ngepet
shelfiw,pacar milik wahahahha
shelfiw,tunggu uang
shelfiw,semoga indonesia panggil awat pakenya ners sus suster
shelfiw,saudara wanita muka cerah natural cantik sejuk alami
shelfiw,sih ubah cantik
shelfiw,huaw anak kelak selamat anak bikin cemil
shelfiw,duwite heemm
shelfiw,batal
shelfiw,saudara wanita cantik deh
shelfiw,oposih sheel
shelfiw,kayake iso ngurusi omah dewe anggere sono mesin cuci aman wakakak
shelfiw,iya tuhan ikan sabar iya tuhan
shelfiw,pagi panas banget rada siang selesai cuci hilang timbul panas kabar cuciankuu
shelfiw,gemas mahir sih pria bawa mobil
shelfiw,iya tuhan gusti
shelfiw,sih saqit haty malez
shelfiw,shelfi misuh baiq hati sombong
shelfiw,malas
shelfiw,wahahaha tunggu
shelfiw,yoi
shelfiw,wih keren bodoh
shelfiw,rumah niehh
shelfiw,semoga hati pikir sehat tawa
shelfiw,duh cepat sembuh melvina
shelfiw,lumayan diketawain
shelfiw,andal belaga
shelfiw,waktu
shelfiw,anggur kuliah iya cerita susah nanyanya kuliah ambil semester tertawa
shelfiw,nafas pakai dagu
shelfiw,pakai kacamata pantai pantai uh
shelfiw,pikir acak jaga telur ayam suruh bawa pecah tawa untung menetes anak ayam beban ngerawat anak ayam ibuknya tawa
shelfiw,sedih memakai linkedin coba salah susah edit buka malu akun situ
shelfiw,cerdas sarung bantal
shelfiw,ngelu ngrasakne
shelfiw,pasrah
shelfiw,yaampunn ketaw baca receh
shelfiw,tawa sih baca iya  muntah
shelfiw,ih iya cerita tunang menikah
shelfiw,setuju nenek takecare adi setuju nenek adine salah nyanyi disalahke mbakne
shelfiw,mundur minggir tawa
shelfiw,nik tawa
shelfiw,versi omong indonesia tawa
shelfiw,ken
shelfiw,gugel tawa iya tuhan hasil kegabutanku temu wismilak harap untung
shelfiw,wismilak inspirasi harap untung
shelfiw,tidur solusi
shelfiw,pikir negatif suka
shelfiw,ken jalan
shelfiw,yogyakarta
shelfiw,uang
shelfiw,sabar sabarr sabar teruus tarik nafas tata hati pikir
shelfiw,ken uang
shelfiw,amin amin
shelfiw,dinonaktifin tawa
shelfiw,matiin twitternya del
shelfiw,ah pokok
shelfiw,ketemu bareng tinggal pergi ketemu ketemu
shelfiw,ketemu pulang ketemu beda kota cerita pamit pergi menangis iya nang
shelfiw,mudah ketemu ketemu sakit malam ketemu mudah utama sekolah jemput lat pbb jemput pulang suruh mandi jemput utama
shelfiw,mudah ferguso
shelfiw,tinggal ken nang tawa kadang jalan pulang sedih jalan telepon ken utama waktu habis utama
shelfiw,ketemu ketemu utama bareng kumpul-kumpul diam an ngobrol saudara wanita
shelfiw,kangen iya kesana besok selai penuh besok rada siang sih jadwal geser pakai utama iya ketemu
